movie_id,original_title,clean_title,year,genres_text,director,top_cast,overview
679,Conan the Barbarian (1981),Conan the Barbarian,1981,Unknown,Unknown Director,Unknown Cast,A movie titled Conan the Barbarian released in 1981.
680,Kull the Conqueror (1997),Kull the Conqueror,1997,"Adventure, Fantasy, Action",John Nicolella,"Kevin Sorbo, Tia Carrere, Karina Lombard","A barbarian named Kull becomes ruler after defeating the old king in battle. In an effort to regain the throne, the former king's heirs resurrect Akivasha, a witch queen. However, Akivasha has plans of her own for the throne, and only Kull stands in the way."
681,Wishmaster (1997),Wishmaster,1997,"Horror, Fantasy",Robert Kurtzman,"Angus Scrimm, Andrew Divoff, Tammy Lauren","The Djinn, having been released from his ancient prison, seeks to capture the soul of the woman who discovered him, thereby opening a portal and freeing his fellow Djinn to take over the earth."
682,I Know What You Did Last Summer (1997),I Know What You Did Last Summer,1997,"Horror, Thriller, Mystery",Jim Gillespie,"Jennifer Love Hewitt, Freddie Prinze Jr., Sarah Michelle Gellar","After an accident on a winding road, four teens make the fatal mistake of dumping their victim's body into the sea. Exactly one year later, the deadly secret resurfaces as they're stalked by a hook-handed figure."
683,Rocket Man (1997),Rocket Man,1997,Unknown,Unknown Director,Unknown Cast,A movie titled Rocket Man released in 1997.
684,In the Line of Fire (1993),In the Line of Fire,1993,"Action, Drama, Thriller, Crime, Mystery",Wolfgang Petersen,"Clint Eastwood, John Malkovich, Rene Russo","Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past."
685,Executive Decision (1996),Executive Decision,1996,"Action, Adventure, Drama, Thriller",Stuart Baird,"Kurt Russell, Steven Seagal, Halle Berry","Terrorists hijack a 747 inbound to Washington D.C., demanding the release of their imprisoned leader. Intelligence expert David Grant suspects another reason and he is soon the reluctant member of a special assault team that is assigned to intercept the plane and hijackers."
686,"Perfect World, A (1993)",A Perfect World,1993,"Drama, Crime, Thriller",Clint Eastwood,"Kevin Costner, Clint Eastwood, Laura Dern","A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal."
687,McHale's Navy (1997),McHale's Navy,1997,Comedy,Bryan Spicer,"Tom Arnold, Dean Stockwell, Debra Messing","Retired Lieutenant Commander Quinton McHale spends his days puttering around the Caribbean in the old PT-73 selling homebrew, ice cream, and swimsuit calendars. He's brought out of retirement when his old nemesis turned the second best terrorist in the world, Major Vladikov, takes over the island of San Moreno and starts building a nuclear launch silo on it. With help from his old crew and hindrances from Captain Wallace B. Binghampton, who sank a cruise liner a while back, McHale tries to put Vladikov out of business."
688,Leave It to Beaver (1997),Leave It to Beaver,1997,"Comedy, Family",Andy Cadiff,"Christopher McDonald, Janine Turner, Cameron Finley","The Cleavers are an all-American family living in Ohio – wise father Ward, loving mother June, teenage son Wally, and 8-year-old Theodore, better known as 'Beaver'. Beaver hopes to get a bike as a gift from his father and to please him tries out for his school football team and he makes it, only to be embarrassed. The bike he gets is quickly stolen. Meanwhile, Wally is trying to help his friend Eddie Haskell to get the heart of pretty classmate Karen, but Karen seems to like Wally more, and that leads to tensions between the friends."
689,"Jackal, The (1997)",The Jackal,1997,"Action, Thriller, Adventure, Crime",Michael Caton-Jones,"Bruce Willis, Richard Gere, Sidney Poitier","Hired by a powerful member of the Russian mafia to avenge an FBI sting that left his brother dead, a psychopathic hitman known only as The Jackal proves an elusive target for the people charged with the task of bringing him down: a deputy FBI director, a Russian MVK Major,  and a jailed IRA terrorist who can recognize him."
690,Seven Years in Tibet (1997),Seven Years in Tibet,1997,"Adventure, Drama, History",Jean-Jacques Annaud,"Brad Pitt, Jamyang Jamtsho Wangchuk, David Thewlis","Austrian mountaineer Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Lhasa, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life."
691,Dark City (1998),Dark City,1998,"Mystery, Science Fiction",Alex Proyas,"Rufus Sewell, William Hurt, Kiefer Sutherland","A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans."
692,"American President, The (1995)",The American President,1995,"Drama, Romance",Rob Reiner,"Michael Douglas, Annette Bening, Martin Sheen","Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings."
693,Casino (1995),Casino,1995,"Crime, Drama",Martin Scorsese,"Robert De Niro, Sharon Stone, Joe Pesci","In Las Vegas, two best friends--a casino executive and a Mafia enforcer--compete for a gambling empire and a fast-living, fast-loving socialite."
694,Persuasion (1995),Persuasion,1995,"Drama, Romance",Roger Michell,"Amanda Root, Ciarán Hinds, Susan Fleetwood","In early 19th-century England, dire financial straits reacquaint the aristocratic Anne Elliot with her wealthy ex-fiance Frederick Wentworth. The two must choose between either putting the past behind them or listening to their hearts."
695,Kicking and Screaming (1995),Kicking and Screaming,1995,"Comedy, Drama, Romance",Noah Baumbach,"Josh Hamilton, Olivia D'Abo, Chris Eigeman","After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies."
696,City Hall (1996),City Hall,1996,"Drama, Thriller",Harold Becker,"Al Pacino, John Cusack, Bridget Fonda","The accidental shooting of a boy in New York City leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences."
697,"Basketball Diaries, The (1995)",The Basketball Diaries,1995,"Drama, Crime",Scott Kalvert,"Leonardo DiCaprio, Mark Wahlberg, James Madio",A high school basketball player’s life turns upside down after free-falling into the harrowing world of drug addiction.
698,"Browning Version, The (1994)",The Browning Version,1994,Drama,Mike Figgis,"Albert Finney, Greta Scacchi, Matthew Modine","Andrew Crocker-Harris is an embittered and disliked teacher of Greek and Latin at a British prep school. After nearly 20 years of service, he is being forced to retire for 'health reasons', and perhaps may not even be given a pension. The boys regard him as a Hitler, with some justification. His unfaithful wife Laura tries to hurt him in any way she can. Andrew must come to terms with his failed life and at least regain his own self-esteem."
699,Little Women (1994),Little Women,1994,"Drama, Romance",Gillian Armstrong,"Winona Ryder, Trini Alvarado, Samantha Mathis",Four sisters come of age in America in the aftermath of the Civil War.
700,Miami Rhapsody (1995),Miami Rhapsody,1995,"Comedy, Romance",David Frankel,"Sarah Jessica Parker, Gil Bellows, Antonio Banderas","Even though Gwyn Marcus is engaged to her boyfriend, Matt, she is still afraid of commitment. While she admires her parents' loving relationship, she discovers that her family has not always been faithful in marriage, making it harder than ever to settle down. As her mother pressures her to get married, and plenty of attractive men appear in her life, Gwyn learns that she must balance her career, relationships and marriage to be truly happy."
701,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)","The Wonderful, Horrible Life of Leni Riefenstahl",1993,Documentary,Ray Müller,"Leni Riefenstahl, Walter Frentz, Horst Kettner","This documentary recounts the life and work of one of most famous, and yet reviled, German film directors in history, Leni Riefenstahl. The film recounts the rise of her career from a dancer, to a movie actor to the most important film director in Nazi Germany who directed such famous propaganda films as Triumph of the Will and Olympiad. The film also explores her later activities after Nazi Germany's defeat in 1945 and her disgrace for being so associated with it which includes her amazingly active life over the age of 90."
702,Barcelona (1994),Barcelona,1994,"Comedy, Drama, Romance",Whit Stillman,"Taylor Nichols, Chris Eigeman, Tushka Bergen","During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community."
703,Widows' Peak (1994),Widows' Peak,1994,"Comedy, Thriller, Mystery, Romance",John Irvin,"Mia Farrow, Joan Plowright, Natasha Richardson",Scandal and mystery reign following the arrival of Edwina in a small Irish town populated entirely by widows. Edwina quickly falls out with the locals while also falling in with the son of the community's leader
704,"House of the Spirits, The (1993)",The House of the Spirits,1993,"Romance, Drama",Bille August,"Meryl Streep, Glenn Close, Jeremy Irons","A rancher, his clairvoyant wife and their family face turbulent years in South America."
705,Singin' in the Rain (1952),Singin' in the Rain,1952,"Comedy, Romance","Stanley Donen, Gene Kelly","Gene Kelly, Donald O'Connor, Debbie Reynolds","In 1927 Hollywood, a silent film star falls for a chorus girl just as he and his paranoid screen partner struggle to make the difficult transition to talking pictures."
706,Bad Moon (1996),Bad Moon,1996,Horror,Eric Red,"Michael Paré, Mariel Hemingway, Mason Gamble","One man's struggle to contain the curse he hides within... and his last-ditch attempt to free himself with the love of family. But when it looks as if he is losing his battle, and endangering all he holds most dear, the family dog, Thor, is the last hope for his family's survival... and the end to his Werewolf curse."
707,Enchanted April (1991),Enchanted April,1991,"Romance, Drama",Mike Newell,"Josie Lawrence, Miranda Richardson, Polly Walker","When married British women Rose Arbuthnot and Lottie Wilkins decide to take a break from their respective spouses, they stay at a castle in Italy for a quiet holiday. Joining the ladies is Caroline Dester, a young socialite, and Mrs. Fisher, an older aristocrat. Liberated from their daily routines, the four women ease into life in rural Italy, and each finds herself transformed by the experience."
708,"Sex, Lies, and Videotape (1989)","Sex, Lies, and Videotape",1989,Drama,Steven Soderbergh,"James Spader, Andie MacDowell, Peter Gallagher","Ann, a frustrated wife, enters into counseling due to a troubled marriage. Unbeknownst to her, her husband John has begun an affair with her sister. When John’s best friend Graham arrives, his penchant for interviewing women about their sex lives forever changes John and Ann’s rocky marriage."
709,Strictly Ballroom (1992),Strictly Ballroom,1992,"Comedy, Drama, Romance",Baz Luhrmann,"Paul Mercurio, Tara Morice, Bill Hunter","Brave new steps put Scott's career in jeopardy. With a new partner and determination, can he still succeed?"
710,Better Off Dead... (1985),Better Off Dead...,1985,"Comedy, Romance",Savage Steve Holland,"John Cusack, Amanda Wyss, Diane Franklin","High school student Lane Meyer sinks into suicidal depression when his girlfriend dumps him for jock Roy Stalin, the high school ski racing champion. Meanwhile, he has to deal with his eccentric family, a tenacious paperboy and an obnoxious neighbor whose mother is hosting a beautiful French exchange student named Monique."
711,"Substance of Fire, The (1996)",The Substance of Fire,1996,Drama,Daniel J. Sullivan,"Tony Goldwyn, Timothy Hutton, Ron Rifkin","Isaac Geldhart is a Holocaust survivor who, overcome by grief at the recent death of his wife, seems determined to run his publishing firm into the ground by printing books that have no hope of financial success. His son Aaron, who also works at the company, grows frustrated with Isaac's emotional decline and attempts to take over the firm. The resulting crisis involves Isaac's other two children, his daughter Sarah and his dying son Martin."
712,Tin Men (1987),Tin Men,1987,"Comedy, Drama",Barry Levinson,"Richard Dreyfuss, Danny DeVito, Barbara Hershey",A minor car accident drives two rival aluminum-siding salesmen to the ridiculous extremes of man versus man in 1963 Baltimore.
713,Othello (1995),Othello,1995,Drama,Oliver Parker,"Laurence Fishburne, Irène Jacob, Kenneth Branagh",The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.
714,Carrington (1995),Carrington,1995,"History, Drama, Romance",Christopher Hampton,"Emma Thompson, Jonathan Pryce, Steven Waddington","Painter Dora Carrington develops an intimate but extremely complex bond with writer Lytton Strachey. Though Lytton is a homosexual, he is enchanted by the mysterious Dora and they begin a lifelong friendship that has strangely romantic undertones. Eventually, Lytton and Dora decide to live together, despite the fact that the latter has fallen in love with military man Ralph Partridge, whom she plans to marry."
715,To Die For (1995),To Die For,1995,"Drama, Comedy, Crime",Gus Van Sant,"Nicole Kidman, Matt Dillon, Joaquin Phoenix","Suzanne Stone wants to be a world-famous news anchor and she is willing to do anything to get what she wants. What she lacks in intelligence, she makes up for in cold determination and diabolical wiles. As she pursues her goal with relentless focus, she is forced to destroy anything and anyone that may stand in her way, regardless of the ultimate cost or means necessary."
716,Home for the Holidays (1995),Home for the Holidays,1995,"Comedy, Drama, Romance",Jodie Foster,"Holly Hunter, Robert Downey Jr., Anne Bancroft","After losing her job, making out with her soon-to-be former boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson faces spending the holiday with her unhinged family."
717,"Juror, The (1996)",The Juror,1996,"Thriller, Crime, Drama",Brian Gibson,"Demi Moore, Alec Baldwin, Joseph Gordon-Levitt","With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown."
718,In the Bleak Midwinter (1995),In the Bleak Midwinter,1995,Comedy,Kenneth Branagh,"Michael Maloney, Richard Briers, Joan Collins","Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope."
719,Canadian Bacon (1994),Canadian Bacon,1994,Unknown,Unknown Director,Unknown Cast,A movie titled Canadian Bacon released in 1994.
720,First Knight (1995),First Knight,1995,"Action, Adventure, Drama, Romance",Jerry Zucker,"Sean Connery, Richard Gere, Julia Ormond","The timeless tale of King Arthur and the legend of Camelot are retold in this passionate period drama. Arthur is reluctant to hand the crown to Lancelot, and Guinevere is torn between her loyalty to her husband and her growing love for his rival. But Lancelot must balance his loyalty to the throne with the rewards of true love."
721,Mallrats (1995),Mallrats,1995,"Romance, Comedy",Kevin Smith,"Jason Lee, Jeremy London, Shannen Doherty","Both dumped by their girlfriends, two best friends seek refuge in the local mall. Eventually, they decide to try and win back their significant others and take care of their respective nemeses."
722,Nine Months (1995),Nine Months,1995,"Romance, Comedy",Chris Columbus,"Hugh Grant, Julianne Moore, Tom Arnold","When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse."
723,Boys on the Side (1995),Boys on the Side,1995,"Comedy, Drama",Herbert Ross,"Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore","After breaking up with her girlfriend, a nightclub singer, Jane, answers a personal ad from Robin, a real estate agent with AIDS, seeking a cross-country travel partner. On their journey from New York City to Los Angeles, the two stop by Pittsburgh to pick up Jane's friend Holly, who is trying to escape an abusive relationship. With three distinct personalities, the women must overcome their differences to help one another."
724,Circle of Friends (1995),Circle of Friends,1995,"Drama, Romance",Pat O'Connor,"Chris O'Donnell, Minnie Driver, Geraldine O'Rawe","Three girlhood friends now at college share first loves, first kisses and first betrayals. At the center of it all is the best-looking boy on campus. Can a self-conscious dreamer hook the biggest fish in the pond?"
725,Exit to Eden (1994),Exit to Eden,1994,"Comedy, Crime, Thriller",Garry Marshall,"Dana Delany, Paul Mercurio, Rosie O'Donnell","Photographer Elliot Slater has inadvertently snapped the only existing photos of elusive jewel thief Omar. When Elliot leaves for a private vacation on an S&M island, he is followed by Omar, Omar's partner, Nina, and undercover police officers Fred and Sheila. Unaware of the number of people chasing him, Elliot enjoys his stay at the resort, and finds himself falling in love with head dominatrix Lisa."
726,Fluke (1995),Fluke,1995,"Drama, Adventure, Family",Carlo Carlei,"Matthew Modine, Nancy Travis, Eric Stoltz","Workaholic Thomas Johnson dies in an auto accident and reincarnates as a dog. Remembering some of his previous being, he returns to his wife and son to protect them from the man who caused his accident. But, as time goes by, his memories return, and Thomas realizes he wasn't such a good husband and father."
727,Immortal Beloved (1994),Immortal Beloved,1994,"Drama, Music, Romance",Bernard Rose,"Gary Oldman, Jeroen Krabbé, Isabella Rossellini","A chronicle of the life of infamous classical composer Ludwig van Beethoven and his painful struggle with hearing loss. Following Beethoven's death in 1827, his assistant, Schindler, searches for an elusive woman referred to in the composer's love letters as ""immortal beloved."" As Schindler solves the mystery, a series of flashbacks reveal Beethoven's transformation from passionate young man to troubled musical genius."
728,Junior (1994),Junior,1994,"Comedy, Science Fiction",Ivan Reitman,"Arnold Schwarzenegger, Danny DeVito, Emma Thompson","A research scientist becomes the world's first pregnant man in order to test a drug he and a colleague have designed for expectant women. To carry out the trial, he has an embryo implant, believing that he will only carry the baby for three months – hardly expecting to face the prospect of giving birth."
729,Nell (1994),Nell,1994,"Drama, Thriller",Michael Apted,"Jodie Foster, Liam Neeson, Natasha Richardson","In a remote woodland cabin, a small town doctor discovers Nell — a beautiful young hermit woman with many secrets."
730,"Queen Margot (Reine Margot, La) (1994)","Queen Margot (Reine Margot, La)",1994,"Drama, History, Romance",Patrice Chéreau,"Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade","Paris, Kingdom of France, August 18, 1572. To avoid the outbreak of a religious war, the Catholic princess Marguerite de Valois, sister of the feeble King Charles IX, marries the Huguenot King Henry III of Navarre."
731,"Corrina, Corrina (1994)","Corrina, Corrina",1994,"Comedy, Family, Romance",Jessie Nelson,"Whoopi Goldberg, Ray Liotta, Tina Majorino","When Manny Singer's wife dies, his young daughter Molly becomes mute and withdrawn. To help cope with looking after Molly, he hires sassy housekeeper Corrina Washington, who coaxes Molly out of her shell and shows father and daughter a whole new way of life. Manny and Corrina's friendship delights Molly and enrages the other townspeople."
732,Dave (1993),Dave,1993,Comedy,Ivan Reitman,"Kevin Kline, Sigourney Weaver, Frank Langella",A sweet-natured Temp Agency operator and amateur Presidential look-alike is recruited by the Secret Service to become a temporary stand-in for the President of the United States.
733,Go Fish (1994),Go Fish,1994,"Romance, Comedy, Drama",Rose Troche,"Guinevere Turner, V.S. Brodie, T. Wendy McMillan","Max is a trendy, pretty, young lesbian, who is having trouble finding love. A friend sets her up with Ely, whom Max likes, but Ely is frumpy, homely, and older. Nor do they have much in common. Can Max learn to look past the packaging?"
734,Made in America (1993),Made in America,1993,Comedy,Richard Benjamin,"Whoopi Goldberg, Ted Danson, Will Smith","A young black woman discovers that her father was a sperm donor, and if that wasn't bad enough, he's white."
735,Philadelphia (1993),Philadelphia,1993,Drama,Jonathan Demme,"Tom Hanks, Denzel Washington, Jason Robards","Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops, their courage overcomes the prejudice and corruption of their powerful adversaries."
736,Shadowlands (1993),Shadowlands,1993,"Drama, Romance",Richard Attenborough,"Anthony Hopkins, Debra Winger, Edward Hardwicke","C.S. Lewis, a world-renowned writer and professor, leads a passionless life until he meets spirited poet Joy Gresham."
737,Sirens (1994),Sirens,1994,"Comedy, Drama",John Duigan,"Hugh Grant, Tara Fitzgerald, Sam Neill","In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy."
738,Threesome (1994),Threesome,1994,"Comedy, Drama, Romance",Andrew Fleming,"Lara Flynn Boyle, Stephen Baldwin, Josh Charles","At a sizable public college, high-minded student Eddy is forced to room with the slovenly Stuart, but the pair strike up a surprising friendship. When attractive co-ed Alex is assigned to live with the two male students because of her gender-neutral name, a roundabout love triangle ensues. Eddy secretly yearns for Stuart, who wants Alex, but she prefers Eddy. The complex situation leads to sexual experimentation and strained relationships."
739,Pretty Woman (1990),Pretty Woman,1990,"Romance, Comedy",Garry Marshall,"Richard Gere, Julia Roberts, Ralph Bellamy","Vivian is a carefree, streetwise diamond in the rough when she meets sophisticated billionaire Edward in a chance encounter that turns into a week-long business arrangement. But Vivian's energetic spirit challenges Edward's no-nonsense approach to life, and soon they are teaching each other – and falling in love!"
740,Jane Eyre (1996),Jane Eyre,1996,"Drama, Romance",Franco Zeffirelli,"William Hurt, Charlotte Gainsbourg, Joan Plowright","After a bleak childhood, Jane Eyre goes out into the world to become a governess. As she lives happily in her new position at Thornfield Hall, she meets the dark, cold, and abrupt master of the house, Edward Rochester. Jane and her employer grow close in friendship and she soon finds herself falling in love with him. Happiness seems to have found Jane at last, but could Rochester's terrible secret be about to destroy it forever?"
741,"Last Supper, The (1995)",The Last Supper,1995,"Comedy, Thriller, Crime, Drama",Stacy Title,"Cameron Diaz, Ron Eldard, Annabeth Gish",A group of idealistic but frustrated liberals succumb to the temptation of murdering right-wing pundits for their political beliefs.
742,Ransom (1996),Ransom,1996,"Action, Thriller",Ron Howard,"Mel Gibson, Rene Russo, Gary Sinise","When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals."
743,"Crow: City of Angels, The (1996)",The Crow: City of Angels,1996,"Action, Fantasy, Thriller",Tim Pope,"Vincent Perez, Mia Kirshner, Iggy Pop","A murder victim is brought back to life by a mysterious crow. With the help of a beautiful woman, he exacts revenge on his killers – only to realize his enemy has discovered the one weakness that can destroy him forever."
744,Michael Collins (1996),Michael Collins,1996,"War, Drama, Thriller, History",Neil Jordan,"Liam Neeson, Aidan Quinn, Stephen Rea","Michael Collins plays a crucial role in the establishment of the Irish Free State in the 1920s, but becomes vilified by those hoping to create a completely independent Irish republic."
745,"Ruling Class, The (1972)",The Ruling Class,1972,"Comedy, Drama",Peter Medak,"Peter O'Toole, Alastair Sim, Arthur Lowe","When the Earl of Gurney dies in a cross-dressing accident, his schizophrenic son, Jack, inherits the Gurney estate. Jack is not the average nobleman; he sings and dances across the estate and thinks he is Jesus reincarnated. Believing that Jack is mentally unfit to own the estate, the Gurney family plots to steal Jack's inheritance. As their outrageous schemes fail, the family strives to cure Jack of his bizarre behavior, with disastrous results."
746,Real Genius (1985),Real Genius,1985,"Comedy, Romance, Science Fiction",Martha Coolidge,"Val Kilmer, Gabriel Jarret, Michelle Meyrink","When teenage geniuses Mitch Taylor and Chris Knight, working on an advanced laser project, learn that the military wants to use it as a weapon, they decide to thwart the plan."
747,Benny & Joon (1993),Benny & Joon,1993,"Comedy, Drama",Jeremiah S. Chechik,"Johnny Depp, Mary Stuart Masterson, Aidan Quinn",A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.
748,"Saint, The (1997)",The Saint,1997,"Thriller, Action, Romance, Science Fiction, Adventure",Phillip Noyce,"Val Kilmer, Elisabeth Shue, Rade Šerbedžija","Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret."
749,"MatchMaker, The (1997)",The MatchMaker,1997,"Comedy, Romance",Mark Joffe,"Janeane Garofalo, David O'Hara, Milo O'Shea","Marcy, a worker in the reelection campaign of bumbling Senator John McGlory, is sent to Ireland on a quest to find the Irish ancestry of Sen. McGlory, to help him win the Irish vote. But when Marcy arrives in the small village of Ballinagra, she finds herself in the middle of a matchmaking festival, and the local matchmaker is determined to pair her off with one of the local bachelors."
750,Amistad (1997),Amistad,1997,"Drama, History, Mystery",Steven Spielberg,"Morgan Freeman, Nigel Hawthorne, Anthony Hopkins","In 1839, the slave ship Amistad set sail from Cuba to America. During the long trip, Cinque leads the slaves in an unprecedented uprising. They are then held prisoner in Connecticut, and their release becomes the subject of heated debate. Freed slave Theodore Joadson wants Cinque and the others exonerated and recruits property lawyer Roger Baldwin to help his case. Eventually, John Quincy Adams also becomes an ally."
751,Tomorrow Never Dies (1997),Tomorrow Never Dies,1997,"Adventure, Action, Thriller",Roger Spottiswoode,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh",A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.
752,"Replacement Killers, The (1998)",The Replacement Killers,1998,"Action, Crime, Thriller",Antoine Fuqua,"Chow Yun-Fat, Mira Sorvino, Michael Rooker","Hired assassin John Lee is asked by Chinatown crime boss Terence Wei to murder the young son of policeman Stan Zedkov. Lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. Afraid that Wei will take revenge on his family in China, Lee seeks out expert forger Meg Coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail."
753,Burnt By the Sun (1994),Burnt By the Sun,1994,Drama,Nikita Mikhalkov,"Oleg Menshikov, Nikita Mikhalkov, Ingeborga Dapkūnaitė","Russia, 1936: revolutionary hero Colonel Kotov is spending an idyllic summer in his dacha with his young wife and six-year-old daughter Nadia and other assorted family and friends. Things change dramatically with the unheralded arrival of Cousin Dmitri from Moscow, who charms the women and little Nadia with his games and pianistic bravura. But Kotov isn't fooled: this is the time of Stalin's repression, with telephone calls in the middle of the night spelling doom - and he knows that Dmitri isn't paying a social call..."
754,Red Corner (1997),Red Corner,1997,"Crime, Drama, Thriller",Jon Avnet,"Richard Gere, Bai Ling, Bradley Whitford","An American attorney on business in China, ends up wrongfully on trial for murder and his only key to innocence is a female defense lawyer from the country."
755,Jumanji (1995),Jumanji,1995,"Adventure, Fantasy, Family",Joe Johnston,"Robin Williams, Kirsten Dunst, Bradley Pierce","When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures."
756,Father of the Bride Part II (1995),Father of the Bride Part II,1995,"Comedy, Family",Charles Shyer,"Steve Martin, Diane Keaton, Martin Short","Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife is expecting too. He was planning on selling their home, but that's a plan that—like George—will have to change with the arrival of both a grandchild and a kid of his own."
757,Across the Sea of Time (1995),Across the Sea of Time,1995,"Adventure, History, Drama, Family",Stephen Low,"Peter Reznick, John McDonough, Avi Hoffman","A young Russian boy, Thomas Minton, travels to New York as a passenger on a Russian freighter. Close to Ellis Island he gets off and thus starts his journey to America the same way as all immigrants in former times. Thomas is searching for the family of one of his ancestors, who had emigrated decades ago, but once sent a letter home together with a sample of his new profession: 3D-Photography."
758,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace,1996,"Science Fiction, Horror, Action, Thriller",Farhad Mann,"Patrick Bergin, Matt Frewer, Austin O'Brien","After being rescued from the ruins of Virtual Space Industries, Jobe is rebuilt and reconnected to virtual reality by corporate mogul Jonathan Walker. Years later, teenage hacker Peter Parkette helps Jobe locate Benjamin Trace, the original creator of virtual reality, only to uncover Jobe’s plan to launch a new world order using Walker’s tech. Now, Peter, Trace, Cori, and a band of runaways must stop Jobe and Walker before they enslave humanity through cyberspace."
759,Fair Game (1995),Fair Game,1995,Action,Andrew Sipes,"William Baldwin, Cindy Crawford, Steven Berkoff","Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her"
760,Screamers (1995),Screamers,1995,"Horror, Science Fiction, War",Christian Duguay,"Peter Weller, Jennifer Rubin, Roy Dupuis","SIRIUS 6B, Year 2078. On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms."
761,Nick of Time (1995),Nick of Time,1995,"Thriller, Crime, Action",John Badham,"Johnny Depp, Courtney Chase, Charles S. Dutton",An ordinary man is suddenly forced into a plot to kill a politician in exchange for his kidnapped daughter's freedom.
762,Beautiful Girls (1996),Beautiful Girls,1996,"Comedy, Drama, Romance",Ted Demme,"Timothy Hutton, Matt Dillon, Noah Emmerich","During a snowy winter in the small fictional town of Knight's Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires."
